,IncidntNum,Category,Descript,DayOfWeek,Date,Time,PdDistrict,Resolution,Address,X,Y,Location,PdId
12016,160334628,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Saturday,04/23/2016 12:00:00 AM,03:00,CENTRAL,NONE,HOTALING PL / JACKSON ST,-122.402920103819,37.7964908627224,"(37.7964908627224, -122.402920103819)",16033462804014
12017,160334634,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,04/23/2016 12:00:00 AM,19:24,PARK,NONE,CARL ST / STANYAN ST,-122.45275843965,37.7654433196318,"(37.7654433196318, -122.45275843965)",16033463464020
12018,160270743,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Saturday,04/02/2016 12:00:00 AM,02:38,NORTHERN,"ARREST, BOOKED",VANNESS AV / PINE ST,-122.422139511488,37.7894107633457,"(37.7894107633457, -122.422139511488)",16027074316621
12019,160270743,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Saturday,04/02/2016 12:00:00 AM,02:38,NORTHERN,"ARREST, BOOKED",VANNESS AV / PINE ST,-122.422139511488,37.7894107633457,"(37.7894107633457, -122.422139511488)",16027074316710
12020,160330977,DRUG/NARCOTIC,POSSESSION OF HEROIN,Friday,04/22/2016 12:00:00 AM,15:35,TENDERLOIN,"ARREST, BOOKED",GOLDEN GATE AV / LEAVENWORTH ST,-122.413869632554,37.7818621883021,"(37.7818621883021, -122.413869632554)",16033097716100
12021,160330977,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Friday,04/22/2016 12:00:00 AM,15:35,TENDERLOIN,"ARREST, BOOKED",GOLDEN GATE AV / LEAVENWORTH ST,-122.413869632554,37.7818621883021,"(37.7818621883021, -122.413869632554)",16033097716660
12022,160334656,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Saturday,04/23/2016 12:00:00 AM,19:36,SOUTHERN,"ARREST, BOOKED",900 Block of MARKET ST,-122.408421116922,37.7835699386918,"(37.7835699386918, -122.408421116922)",16033465606362
12023,160334656,WARRANTS,WARRANT ARREST,Saturday,04/23/2016 12:00:00 AM,19:36,SOUTHERN,"ARREST, BOOKED",900 Block of MARKET ST,-122.408421116922,37.7835699386918,"(37.7835699386918, -122.408421116922)",16033465663010
12024,160334678,ASSAULT,INFLICT INJURY ON COHABITEE,Saturday,04/23/2016 12:00:00 AM,20:00,BAYVIEW,NONE,1300 Block of REVERE AV,-122.385465040129,37.7290691120698,"(37.7290691120698, -122.385465040129)",16033467815040
12025,160334684,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,04/23/2016 12:00:00 AM,19:50,NORTHERN,NONE,GEARY BL / WEBSTER ST,-122.431206932079,37.7845681170336,"(37.7845681170336, -122.431206932079)",16033468428160
12026,160334690,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Sunday,04/17/2016 12:00:00 AM,15:00,TARAVAL,NONE,1700 Block of 33RD AV,-122.491469682159,37.7544976917804,"(37.7544976917804, -122.491469682159)",16033469005043
12027,160166891,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Thursday,02/25/2016 12:00:00 AM,20:29,MISSION,"ARREST, BOOKED",14TH ST / STEVENSON ST,-122.42121339889,37.7681976977245,"(37.7681976977245, -122.42121339889)",16016689162050
12028,160166891,WARRANTS,WARRANT ARREST,Thursday,02/25/2016 12:00:00 AM,20:29,MISSION,"ARREST, BOOKED",14TH ST / STEVENSON ST,-122.42121339889,37.7681976977245,"(37.7681976977245, -122.42121339889)",16016689163010
12029,160270931,MISSING PERSON,MISSING ADULT,Saturday,04/02/2016 12:00:00 AM,03:45,CENTRAL,NONE,1300 Block of WASHINGTON ST,-122.415470924345,37.7940522367082,"(37.7940522367082, -122.415470924345)",16027093174000
12030,160270953,LARCENY/THEFT,GRAND THEFT AUTO STRIP,Tuesday,03/08/2016 12:00:00 AM,04:00,TARAVAL,NONE,300 Block of FONT BL,-122.476531857663,37.7173471092577,"(37.7173471092577, -122.476531857663)",16027095306234
12031,160331301,ASSAULT,ELDER ADULT OR DEPENDENT ABUSE (NOT EMBEZZLEMENT OR THEFT),Friday,04/22/2016 12:00:00 AM,16:55,PARK,"ARREST, BOOKED",0 Block of LOWER TR,-122.441488263554,37.7629418300396,"(37.7629418300396, -122.441488263554)",16033130115041
12032,160331373,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Friday,04/22/2016 12:00:00 AM,16:02,NORTHERN,"ARREST, BOOKED",1400 Block of WEBSTER ST,-122.431240435829,37.7840280157969,"(37.7840280157969, -122.431240435829)",16033137304138
12033,160334769,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Friday,04/22/2016 12:00:00 AM,21:30,NORTHERN,NONE,FILLMORE ST / BAY ST,-122.436696534576,37.802626951154,"(37.802626951154, -122.436696534576)",16033476906374
12034,160334769,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,04/22/2016 12:00:00 AM,21:30,NORTHERN,NONE,FILLMORE ST / BAY ST,-122.436696534576,37.802626951154,"(37.802626951154, -122.436696534576)",16033476907021
12035,160334822,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Saturday,04/23/2016 12:00:00 AM,20:55,PARK,NONE,1800 Block of EDDY ST,-122.438098378037,37.7806388583762,"(37.7806388583762, -122.438098378037)",16033482264085
12036,160334866,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Saturday,04/23/2016 12:00:00 AM,21:28,TENDERLOIN,NONE,0 Block of GOLDEN GATE AV,-122.41126513685,37.7821392681522,"(37.7821392681522, -122.41126513685)",16033486603014
12037,160334888,OTHER OFFENSES,TRAFFIC VIOLATION,Saturday,04/23/2016 12:00:00 AM,21:50,TARAVAL,"ARREST, CITED",19TH AV / TARAVAL ST,-122.475644251197,37.7430505534925,"(37.7430505534925, -122.475644251197)",16033488865015
12038,160334957,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,04/23/2016 12:00:00 AM,22:19,INGLESIDE,"ARREST, BOOKED",MISSION ST / GENEVA AV,-122.441018108888,37.7164586830811,"(37.7164586830811, -122.441018108888)",16033495765016
12039,160334963,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Sunday,04/24/2016 12:00:00 AM,01:38,CENTRAL,"ARREST, BOOKED",500 Block of COLUMBUS AV,-122.409576373262,37.7999519603954,"(37.7999519603954, -122.409576373262)",16033496365010
12040,160334979,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Saturday,04/23/2016 12:00:00 AM,21:37,NORTHERN,"ARREST, BOOKED",FILLMORE ST / PINE ST,-122.433648580485,37.7879507587225,"(37.7879507587225, -122.433648580485)",16033497962050
12041,160334985,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Saturday,04/23/2016 12:00:00 AM,22:07,BAYVIEW,NONE,700 Block of KIRKWOOD AV,-122.374019331833,37.729203356539,"(37.729203356539, -122.374019331833)",16033498528100
12042,160334991,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,04/23/2016 12:00:00 AM,19:30,NORTHERN,NONE,GOUGH ST / GOLDEN GATE AV,-122.423732220508,37.7806111466558,"(37.7806111466558, -122.423732220508)",16033499107021
12043,160335002,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,04/23/2016 12:00:00 AM,22:55,CENTRAL,EXCEPTIONAL CLEARANCE,700 Block of VALLEJO ST,-122.409791662293,37.7985083480435,"(37.7985083480435, -122.409791662293)",16033500264020
12044,160335030,ASSAULT,THREATS AGAINST LIFE,Saturday,04/23/2016 12:00:00 AM,21:50,INGLESIDE,NONE,0 Block of LIEBIG ST,-122.456844244926,37.7089054042414,"(37.7089054042414, -122.456844244926)",16033503019057
12045,160992969,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Tuesday,12/06/2016 12:00:00 AM,22:30,PARK,NONE,100 Block of CORBETT AV,-122.440648159209,37.7618455002584,"(37.7618455002584, -122.440648159209)",16099296964085
12046,160167128,WARRANTS,WARRANT ARREST,Thursday,02/25/2016 12:00:00 AM,19:54,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.406520987144,37.7850629421661,"(37.7850629421661, -122.406520987144)",16016712863010
12047,160335137,ROBBERY,"ROBBERY, ARMED WITH A GUN",Saturday,04/23/2016 12:00:00 AM,23:41,INGLESIDE,NONE,SCHWERIN ST / VISITACION AV,-122.410641280689,37.7122058691973,"(37.7122058691973, -122.410641280689)",16033513703071
12048,160335137,ASSAULT,BATTERY,Saturday,04/23/2016 12:00:00 AM,23:41,INGLESIDE,NONE,SCHWERIN ST / VISITACION AV,-122.410641280689,37.7122058691973,"(37.7122058691973, -122.410641280689)",16033513704134
12049,160335143,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Saturday,04/23/2016 12:00:00 AM,23:00,MISSION,NONE,500 Block of VALENCIA ST,-122.421738508476,37.7640972229024,"(37.7640972229024, -122.421738508476)",16033514306304
12050,160335159,ROBBERY,ATTEMPTED ROBBERY WITH BODILY FORCE,Saturday,04/23/2016 12:00:00 AM,21:40,NORTHERN,NONE,200 Block of FILLMORE ST,-122.430326792907,37.7718880239667,"(37.7718880239667, -122.430326792907)",16033515903474
12051,160335171,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,04/24/2016 12:00:00 AM,00:05,INGLESIDE,"ARREST, BOOKED",GENEVA AV / EDINBURGH ST,-122.436992419921,37.7145773609918,"(37.7145773609918, -122.436992419921)",16033517165016
12052,160335187,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Saturday,04/23/2016 12:00:00 AM,23:00,MISSION,NONE,500 Block of VALENCIA ST,-122.421876488492,37.7640888944532,"(37.7640888944532, -122.421876488492)",16033518706303
12053,160335187,NON-CRIMINAL,FOUND PROPERTY,Saturday,04/23/2016 12:00:00 AM,23:00,MISSION,NONE,500 Block of VALENCIA ST,-122.421876488492,37.7640888944532,"(37.7640888944532, -122.421876488492)",16033518772000
12054,160167247,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,02/25/2016 12:00:00 AM,23:39,SOUTHERN,"ARREST, BOOKED",100 Block of 4TH ST,-122.40316136589,37.7836909533775,"(37.7836909533775, -122.40316136589)",16016724765016
12055,160167253,OTHER OFFENSES,RESISTING ARREST,Friday,02/26/2016 12:00:00 AM,21:30,CENTRAL,"ARREST, BOOKED",900 Block of LEAVENWORTH ST,-122.415535654454,37.7897874138811,"(37.7897874138811, -122.415535654454)",16016725327170
12056,160167269,WARRANTS,ENROUTE TO ADULT AUTHORITY,Thursday,02/25/2016 12:00:00 AM,23:54,BAYVIEW,"ARREST, BOOKED",RHODEISLAND ST / 25TH ST,-122.401365903145,37.7520188141299,"(37.7520188141299, -122.401365903145)",16016726962060
12057,160167269,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Thursday,02/25/2016 12:00:00 AM,23:54,BAYVIEW,"ARREST, BOOKED",RHODEISLAND ST / 25TH ST,-122.401365903145,37.7520188141299,"(37.7520188141299, -122.401365903145)",16016726965010
12058,160167275,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Thursday,02/25/2016 12:00:00 AM,23:28,CENTRAL,"ARREST, BOOKED",400 Block of MONTGOMERY ST,-122.402932209678,37.7933156161821,"(37.7933156161821, -122.402932209678)",16016727527130
12059,160167275,OTHER OFFENSES,RESISTING ARREST,Thursday,02/25/2016 12:00:00 AM,23:28,CENTRAL,"ARREST, BOOKED",400 Block of MONTGOMERY ST,-122.402932209678,37.7933156161821,"(37.7933156161821, -122.402932209678)",16016727527170
12060,160335240,WARRANTS,WARRANT ARREST,Sunday,04/24/2016 12:00:00 AM,00:45,NORTHERN,"ARREST, BOOKED",500 Block of LARKIN ST,-122.417367329727,37.7828626236813,"(37.7828626236813, -122.417367329727)",16033524063010
12061,160335240,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Sunday,04/24/2016 12:00:00 AM,00:45,NORTHERN,"ARREST, BOOKED",500 Block of LARKIN ST,-122.417367329727,37.7828626236813,"(37.7828626236813, -122.417367329727)",16033524064085
12062,160335256,ROBBERY,ROBBERY ON THE STREET WITH A DANGEROUS WEAPON,Saturday,04/23/2016 12:00:00 AM,00:45,MISSION,NONE,DOLORES ST / 16TH ST,-122.426384450806,37.764643937262,"(37.764643937262, -122.426384450806)",16033525603013
12063,160335284,WARRANTS,WARRANT ARREST,Sunday,04/24/2016 12:00:00 AM,00:58,NORTHERN,"ARREST, BOOKED",1500 Block of VANNESS AV,-122.422404422276,37.7898764817406,"(37.7898764817406, -122.422404422276)",16033528463010
12064,161062014,ASSAULT,INFLICT INJURY ON COHABITEE,Saturday,12/31/2016 12:00:00 AM,09:57,SOUTHERN,"ARREST, BOOKED",0 Block of 6TH ST,-122.40950430935,37.781526271747,"(37.781526271747, -122.40950430935)",16106201415040
12065,160335290,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Sunday,04/24/2016 12:00:00 AM,01:00,RICHMOND,"ARREST, BOOKED",2800 Block of TURK ST,-122.451998028803,37.7780501202623,"(37.7780501202623, -122.451998028803)",16033529011012
12066,160335290,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Sunday,04/24/2016 12:00:00 AM,01:00,RICHMOND,"ARREST, BOOKED",2800 Block of TURK ST,-122.451998028803,37.7780501202623,"(37.7780501202623, -122.451998028803)",16033529027130
12067,160335303,LARCENY/THEFT,GRAND THEFT BICYCLE,Saturday,04/23/2016 12:00:00 AM,21:50,MISSION,NONE,1600 Block of BRYANT ST,-122.410478069487,37.7662463209137,"(37.7662463209137, -122.410478069487)",16033530306314
12068,160335319,NON-CRIMINAL,TURNED IN GUN,Saturday,04/23/2016 12:00:00 AM,23:44,BAYVIEW,NONE,0 Block of CHARTEROAK AV,-122.404923692055,37.7376288179319,"(37.7376288179319, -122.404923692055)",16033531973010
12069,160335325,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,04/24/2016 12:00:00 AM,01:45,CENTRAL,"ARREST, BOOKED",SANSOME ST / JACKSON ST,-122.401857374739,37.7966261239618,"(37.7966261239618, -122.401857374739)",16033532565016
12070,160335331,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,04/24/2016 12:00:00 AM,01:40,MISSION,"ARREST, BOOKED",CAPP ST / 20TH ST,-122.41796448376,37.7586968166489,"(37.7586968166489, -122.41796448376)",16033533165016
12071,160335466,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Sunday,04/24/2016 12:00:00 AM,04:15,MISSION,NONE,3500 Block of CESAR CHAVEZ ST,-122.420832650303,37.7479994493226,"(37.7479994493226, -122.420832650303)",16033546628100
12072,160335488,ROBBERY,"ROBBERY, BODILY FORCE",Sunday,04/24/2016 12:00:00 AM,02:00,INGLESIDE,NONE,100 Block of LIPPARD AV,-122.436010719867,37.7331046399048,"(37.7331046399048, -122.436010719867)",16033548803074
12073,160167435,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,02/26/2016 12:00:00 AM,02:30,CENTRAL,"ARREST, BOOKED",STOCKTON ST / BROADWAY ST,-122.408622974321,37.7976265594608,"(37.7976265594608, -122.408622974321)",16016743565016
12074,160167441,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Friday,02/26/2016 12:00:00 AM,02:30,MISSION,NONE,2400 Block of HARRISON ST,-122.412354033821,37.7582176613659,"(37.7582176613659, -122.412354033821)",16016744128100
12075,160167441,NON-CRIMINAL,FOUND PROPERTY,Friday,02/26/2016 12:00:00 AM,02:30,MISSION,NONE,2400 Block of HARRISON ST,-122.412354033821,37.7582176613659,"(37.7582176613659, -122.412354033821)",16016744172000
12076,160167457,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Friday,02/26/2016 12:00:00 AM,01:49,MISSION,"ARREST, BOOKED",3100 Block of 23RD ST,-122.414782051136,37.7541209800864,"(37.7541209800864, -122.414782051136)",16016745704138
12077,160271155,VEHICLE THEFT,STOLEN MOTORCYCLE,Friday,04/01/2016 12:00:00 AM,14:00,BAYVIEW,NONE,1600 Block of JERROLD AV,-122.390348228773,37.739263538003,"(37.739263538003, -122.390348228773)",16027115507023
12078,160271161,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,03/31/2016 12:00:00 AM,00:01,BAYVIEW,NONE,2200 Block of INGALLS ST,-122.387711037373,37.7250675459155,"(37.7250675459155, -122.387711037373)",16027116107021
12079,160335529,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Sunday,04/24/2016 12:00:00 AM,04:46,NORTHERN,NONE,HAYES ST / BUCHANAN ST,-122.427917556767,37.7762520907182,"(37.7762520907182, -122.427917556767)",16033552906222
12080,160335535,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,04/24/2016 12:00:00 AM,04:03,MISSION,NONE,2600 Block of 20TH ST,-122.407458253244,37.7593895218071,"(37.7593895218071, -122.407458253244)",16033553507021
12081,160335541,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Sunday,04/24/2016 12:00:00 AM,05:20,MISSION,"ARREST, BOOKED",SAN BRUNO AV / 15TH ST,-122.405709610192,37.7671995252945,"(37.7671995252945, -122.405709610192)",16033554165010
12082,160335557,ROBBERY,"ROBBERY,  ATM, GUN",Sunday,04/24/2016 12:00:00 AM,05:28,NORTHERN,NONE,SUTTER ST / POLK ST,-122.420120319204,37.7877570602411,"(37.7877570602411, -122.420120319204)",16033555703091
12083,160335591,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,04/24/2016 12:00:00 AM,05:00,INGLESIDE,NONE,0 Block of COTTER ST,-122.433906686698,37.7277213848716,"(37.7277213848716, -122.433906686698)",16033559107021
12084,160335604,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Sunday,04/24/2016 12:00:00 AM,04:12,NORTHERN,"ARREST, BOOKED",900 Block of EDDY ST,-122.423290225168,37.7825205059981,"(37.7825205059981, -122.423290225168)",16033560416710
12085,160335604,OTHER OFFENSES,VIOLATION OF MUNICIPAL POLICE CODE,Sunday,04/24/2016 12:00:00 AM,04:12,NORTHERN,"ARREST, BOOKED",900 Block of EDDY ST,-122.423290225168,37.7825205059981,"(37.7825205059981, -122.423290225168)",16033560430190
12086,160335610,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,04/24/2016 12:00:00 AM,01:00,NORTHERN,NONE,MCALLISTER ST / FRANKLIN ST,-122.421893134467,37.779891233614,"(37.779891233614, -122.421893134467)",16033561006244
12087,160335626,ASSAULT,BATTERY,Sunday,04/24/2016 12:00:00 AM,06:30,NORTHERN,NONE,1000 Block of POLK ST,-122.419858277339,37.786137125238,"(37.786137125238, -122.419858277339)",16033562604134
12088,160994476,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Wednesday,12/07/2016 12:00:00 AM,15:45,MISSION,NONE,2100 Block of MARKET ST,-122.429788986988,37.7666521474762,"(37.7666521474762, -122.429788986988)",16099447606304
12089,160994482,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,12/07/2016 12:00:00 AM,17:59,TENDERLOIN,"ARREST, BOOKED",0 Block of MCALLISTER ST,-122.412596970637,37.7811192121542,"(37.7811192121542, -122.412596970637)",16099448265016
12090,160994498,NON-CRIMINAL,LOST PROPERTY,Friday,11/04/2016 12:00:00 AM,12:00,BAYVIEW,NONE,300 Block of UNIVERSITY ST,-122.413830240899,37.7257545752615,"(37.7257545752615, -122.413830240899)",16099449871000
12091,160994501,BURGLARY,"BURGLARY, HOT PROWL, FORCIBLE ENTRY",Wednesday,12/07/2016 12:00:00 AM,09:15,TARAVAL,NONE,500 Block of HOLLOWAY AV,-122.458703350333,37.7217839385443,"(37.7217839385443, -122.458703350333)",16099450105081
12092,160994517,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Wednesday,12/07/2016 12:00:00 AM,16:45,NORTHERN,NONE,GEARY BL / FILLMORE ST,-122.432914603494,37.7843533426568,"(37.7843533426568, -122.432914603494)",16099451706113
12093,160335820,DISORDERLY CONDUCT,COMMITTING PUBLIC NUISANCE,Sunday,04/24/2016 12:00:00 AM,08:54,MISSION,NONE,200 Block of SOUTH VAN NESS AV,-122.417926081681,37.7690982789233,"(37.7690982789233, -122.417926081681)",16033582019010
12094,160335820,TRESPASS,LODGING WITHOUT PERMISSION,Sunday,04/24/2016 12:00:00 AM,08:54,MISSION,NONE,200 Block of SOUTH VAN NESS AV,-122.417926081681,37.7690982789233,"(37.7690982789233, -122.417926081681)",16033582027199
12095,160335842,BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Saturday,04/23/2016 12:00:00 AM,23:00,MISSION,NONE,1100 Block of DOLORES ST,-122.424969355374,37.7514453042162,"(37.7514453042162, -122.424969355374)",16033584205083
12096,160335933,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,04/23/2016 12:00:00 AM,23:00,PARK,NONE,CORBETT AV / HATTIE ST,-122.441040312402,37.7616702984522,"(37.7616702984522, -122.441040312402)",16033593306244
12097,160335977,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,04/23/2016 12:00:00 AM,18:00,PARK,NONE,800 Block of DIVISADERO ST,-122.438153158933,37.7773494551123,"(37.7773494551123, -122.438153158933)",16033597706371
12098,160335983,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Sunday,04/24/2016 12:00:00 AM,11:40,INGLESIDE,NONE,3300 Block of MISSION ST,-122.421644478447,37.7429970144076,"(37.7429970144076, -122.421644478447)",16033598306361
12099,160335999,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Sunday,04/24/2016 12:00:00 AM,12:00,TENDERLOIN,NONE,400 Block of TURK ST,-122.416342977622,37.7824465135592,"(37.7824465135592, -122.416342977622)",16033599904013
12100,160336000,FRAUD,"CREDIT CARD, THEFT BY USE OF",Saturday,04/23/2016 12:00:00 AM,17:00,CENTRAL,NONE,700 Block of KEARNY ST,-122.404847847867,37.7951006528052,"(37.7951006528052, -122.404847847867)",16033600009320
12101,160167526,OTHER OFFENSES,MISCELLANEOUS STATE MISDEMEANOR,Friday,02/26/2016 12:00:00 AM,06:00,NORTHERN,"ARREST, BOOKED",700 Block of ELLIS ST,-122.418540618555,37.7840761863838,"(37.7840761863838, -122.418540618555)",16016752627300
12102,160167532,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Friday,02/26/2016 12:00:00 AM,05:50,TENDERLOIN,"ARREST, BOOKED",200 Block of JONES ST,-122.412436901867,37.7834857455601,"(37.7834857455601, -122.412436901867)",16016753204138
12103,160167582,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,02/25/2016 12:00:00 AM,20:00,PARK,NONE,100 Block of STATES ST,-122.439088669509,37.7634139962541,"(37.7634139962541, -122.439088669509)",16016758207021
12104,160271268,NON-CRIMINAL,"CIVIL SIDEWALKS, CITATION",Saturday,04/02/2016 12:00:00 AM,10:19,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.406520987144,37.7850629421661,"(37.7850629421661, -122.406520987144)",16027126864002
12105,160271296,VEHICLE THEFT,STOLEN TRUCK,Friday,04/01/2016 12:00:00 AM,20:30,BAYVIEW,NONE,GOULD ST / PAUL AV,-122.397670504184,37.7228758657254,"(37.7228758657254, -122.397670504184)",16027129607025
12106,160336226,MISSING PERSON,FOUND PERSON,Thursday,04/21/2016 12:00:00 AM,22:00,SOUTHERN,NONE,0 Block of DORE ST,-122.413045971966,37.7738617771611,"(37.7738617771611, -122.413045971966)",16033622675000
12107,160336232,OTHER OFFENSES,RESISTING ARREST,Sunday,04/24/2016 12:00:00 AM,13:30,SOUTHERN,"ARREST, BOOKED",0 Block of 4TH ST,-122.405582629186,37.7854659679151,"(37.7854659679151, -122.405582629186)",16033623227170
12108,160336232,OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,Sunday,04/24/2016 12:00:00 AM,13:30,SOUTHERN,"ARREST, BOOKED",0 Block of 4TH ST,-122.405582629186,37.7854659679151,"(37.7854659679151, -122.405582629186)",16033623230200
12109,160336232,WARRANTS,WARRANT ARREST,Sunday,04/24/2016 12:00:00 AM,13:30,SOUTHERN,"ARREST, BOOKED",0 Block of 4TH ST,-122.405582629186,37.7854659679151,"(37.7854659679151, -122.405582629186)",16033623263010
12110,160336317,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,04/24/2016 12:00:00 AM,12:30,SOUTHERN,NONE,9TH ST / BRYANT ST,-122.408534526845,37.7712906694516,"(37.7712906694516, -122.408534526845)",16033631706244
12111,160271428,NON-CRIMINAL,"LICENSE PLATE, RECOVERED",Tuesday,03/01/2016 12:00:00 AM,07:00,TARAVAL,NONE,200 Block of SAGAMORE ST,-122.460564524171,37.7113249681306,"(37.7113249681306, -122.460564524171)",16027142871012
12112,160271434,OTHER OFFENSES,RESISTING ARREST,Saturday,04/02/2016 12:00:00 AM,10:49,MISSION,"ARREST, BOOKED",1000 Block of CAPP ST,-122.417192395984,37.7498863746378,"(37.7498863746378, -122.417192395984)",16027143427170
12113,160331787,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Friday,04/22/2016 12:00:00 AM,19:11,BAYVIEW,NONE,1600 Block of OAKDALE AV,-122.391431786513,37.7352842415297,"(37.7352842415297, -122.391431786513)",16033178764085
12114,160331806,WARRANTS,WARRANT ARREST,Friday,04/22/2016 12:00:00 AM,19:15,MISSION,"ARREST, BOOKED",1800 Block of MISSION ST,-122.419832890144,37.7674625261825,"(37.7674625261825, -122.419832890144)",16033180663010
12115,160336351,OTHER OFFENSES,FAILURE TO REGISTER AS SEX OFFENDER,Sunday,04/24/2016 12:00:00 AM,14:00,SOUTHERN,"ARREST, BOOKED",1200 Block of MARKET ST,-122.415448759562,37.778293520129,"(37.778293520129, -122.415448759562)",16033635114020
12116,160336351,WARRANTS,WARRANT ARREST,Sunday,04/24/2016 12:00:00 AM,14:00,SOUTHERN,"ARREST, BOOKED",1200 Block of MARKET ST,-122.415448759562,37.778293520129,"(37.778293520129, -122.415448759562)",16033635163010
12117,160336373,ROBBERY,"ROBBERY, ARMED WITH A KNIFE",Sunday,04/24/2016 12:00:00 AM,14:14,CENTRAL,"ARREST, BOOKED",0 Block of JEFFERSON ST,-122.413349164272,37.8084667368908,"(37.8084667368908, -122.413349164272)",16033637303072
12118,160336389,WARRANTS,WARRANT ARREST,Sunday,04/24/2016 12:00:00 AM,14:08,NORTHERN,"ARREST, BOOKED",POLK ST / OLIVE ST,-122.419458073153,37.7844990197997,"(37.7844990197997, -122.419458073153)",16033638963010
12119,160336414,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Sunday,04/24/2016 12:00:00 AM,14:00,MISSION,"ARREST, BOOKED",2700 Block of FOLSOM ST,-122.414089364246,37.7532912232268,"(37.7532912232268, -122.414089364246)",16033641404013
12120,160336414,ASSAULT,INFLICT INJURY ON COHABITEE,Sunday,04/24/2016 12:00:00 AM,14:00,MISSION,"ARREST, BOOKED",2700 Block of FOLSOM ST,-122.414089364246,37.7532912232268,"(37.7532912232268, -122.414089364246)",16033641415040
12121,160167742,ASSAULT,BATTERY,Thursday,02/18/2016 12:00:00 AM,12:45,NORTHERN,NONE,0 Block of GROVE ST,-122.417448582701,37.7786438096934,"(37.7786438096934, -122.417448582701)",16016774204134
